(448.0, -2176.0, 160.0)
(448.0, -2048.0, 160.0)
(448.0, -2048.0, 560.0)
(448.0, -2176.0, 560.0)
(480.0, -2176.0, 560.0)
(480.0, -2176.0, 160.0)
(448.0, -2176.0, 160.0)
(480.0, -2176.0, 560.0)
(480.0, -2048.0, 560.0)
(480.0, -2048.0, 160.0)
(480.0, -2176.0, 160.0)
(448.0, -2176.0, 560.0)
(448.0, -2048.0, 560.0)
(480.0, -2048.0, 560.0)
(480.0, -2176.0, 560.0)
(448.0, -2176.0, 160.0)
(480.0, -2176.0, 160.0)
(480.0, -2048.0, 160.0)
(448.0, -2048.0, 160.0)
(448.0, -2048.0, 560.0)
(448.0, -2048.0, 160.0)
(480.0, -2048.0, 160.0)
(480.0, -2048.0, 560.0)
(448.0, -1920.0, 560.0)
(448.0, -2048.0, 560.0)
(448.0, -2048.0, 304.0)
(448.0, -1920.0, 304.0)
(480.0, -1920.0, 560.0)
(480.0, -1920.0, 304.0)
(480.0, -2048.0, 304.0)
(480.0, -2048.0, 560.0)
(448.0, -1920.0, 560.0)
(480.0, -1920.0, 560.0)
(480.0, -2048.0, 560.0)
(448.0, -2048.0, 560.0)
(448.0, -1920.0, 560.0)
(448.0, -1920.0, 304.0)
(480.0, -1920.0, 304.0)
(480.0, -1920.0, 560.0)
(448.0, -2048.0, 560.0)
(480.0, -2048.0, 560.0)
(480.0, -2048.0, 304.0)
(448.0, -2048.0, 304.0)
(448.0, -1920.0, 304.0)
(448.0, -2048.0, 304.0)
(480.0, -2048.0, 304.0)
(480.0, -1920.0, 304.0)
(-160.0, -1792.0, 560.0)
(-160.0, -1920.0, 560.0)
(-160.0, -1920.0, 160.0)
(-160.0, -1792.0, 160.0)
(-128.0, -1792.0, 560.0)
(-128.0, -1792.0, 160.0)
(-128.0, -1920.0, 160.0)
(-128.0, -1920.0, 560.0)
(-160.0, -1792.0, 560.0)
(-160.0, -1792.0, 160.0)
(-128.0, -1792.0, 160.0)
(-128.0, -1792.0, 560.0)
(-160.0, -1792.0, 560.0)
(-128.0, -1792.0, 560.0)
(-128.0, -1920.0, 560.0)
(-160.0, -1920.0, 560.0)
(-160.0, -1792.0, 160.0)
(-160.0, -1920.0, 160.0)
(-128.0, -1920.0, 160.0)
(-128.0, -1792.0, 160.0)
(-160.0, -1920.0, 560.0)
(-128.0, -1920.0, 560.0)
(-128.0, -1920.0, 160.0)
(-160.0, -1920.0, 160.0)
(-160.0, -2176.0, 560.0)
(-160.0, -2176.0, 160.0)
(-160.0, -2048.0, 160.0)
(-160.0, -2048.0, 560.0)
(-160.0, -2176.0, 560.0)
(-128.0, -2176.0, 560.0)
(-128.0, -2176.0, 160.0)
(-160.0, -2176.0, 160.0)
(-128.0, -2176.0, 560.0)
(-128.0, -2048.0, 560.0)
(-128.0, -2048.0, 160.0)
(-128.0, -2176.0, 160.0)
(-160.0, -2176.0, 560.0)
(-160.0, -2048.0, 560.0)
(-128.0, -2048.0, 560.0)
(-128.0, -2176.0, 560.0)
(-160.0, -2176.0, 160.0)
(-128.0, -2176.0, 160.0)
(-128.0, -2048.0, 160.0)
(-160.0, -2048.0, 160.0)
(-160.0, -2048.0, 560.0)
(-160.0, -2048.0, 160.0)
(-128.0, -2048.0, 160.0)
(-128.0, -2048.0, 560.0)
(-160.0, -1920.0, 160.0)
(-160.0, -1920.0, 176.0)
(-160.0, -2048.0, 176.0)
(-160.0, -2048.0, 160.0)
(-128.0, -1920.0, 160.0)
(-128.0, -2048.0, 160.0)
(-128.0, -2048.0, 176.0)
(-128.0, -1920.0, 176.0)
(-160.0, -1920.0, 160.0)
(-160.0, -2048.0, 160.0)
(-128.0, -2048.0, 160.0)
(-128.0, -1920.0, 160.0)
(-160.0, -1920.0, 160.0)
(-128.0, -1920.0, 160.0)
(-128.0, -1920.0, 176.0)
(-160.0, -1920.0, 176.0)
(-160.0, -2048.0, 160.0)
(-160.0, -2048.0, 176.0)
(-128.0, -2048.0, 176.0)
(-128.0, -2048.0, 160.0)
(-160.0, -1920.0, 176.0)
(-128.0, -1920.0, 176.0)
(-128.0, -2048.0, 176.0)
(-160.0, -2048.0, 176.0)
(-72.0, -2088.0, 368.0)
(-72.0, -2088.0, 304.0)
(-72.0, -2008.0, 304.0)
(-72.0, -2008.0, 368.0)
(-72.0, -2088.0, 368.0)
(-64.0, -2088.0, 368.0)
(-64.0, -2088.0, 304.0)
(-72.0, -2088.0, 304.0)
(-72.0, -2008.0, 368.0)
(-72.0, -2008.0, 304.0)
(-64.0, -2008.0, 304.0)
(-64.0, -2008.0, 368.0)
(-72.0, -2088.0, 368.0)
(-72.0, -2008.0, 368.0)
(-64.0, -2008.0, 368.0)
(-64.0, -2088.0, 368.0)
(-72.0, -2088.0, 304.0)
(-64.0, -2088.0, 304.0)
(-64.0, -2008.0, 304.0)
(-72.0, -2008.0, 304.0)
(-64.0, -2088.0, 368.0)
(-64.0, -2008.0, 368.0)
(-64.0, -2008.0, 304.0)
(-64.0, -2088.0, 304.0)
(8.0, -2088.0, 368.0)
(8.0, -2088.0, 304.0)
(-64.0, -2088.0, 304.0)
(-64.0, -2088.0, 368.0)
(8.0, -2088.0, 368.0)
(8.0, -2080.0, 368.0)
(8.0, -2080.0, 304.0)
(8.0, -2088.0, 304.0)
(8.0, -2088.0, 368.0)
(-64.0, -2088.0, 368.0)
(-64.0, -2080.0, 368.0)
(8.0, -2080.0, 368.0)
(8.0, -2088.0, 304.0)
(8.0, -2080.0, 304.0)
(-64.0, -2080.0, 304.0)
(-64.0, -2088.0, 304.0)
(-64.0, -2088.0, 368.0)
(-64.0, -2088.0, 304.0)
(-64.0, -2080.0, 304.0)
(-64.0, -2080.0, 368.0)
(8.0, -2080.0, 368.0)
(-64.0, -2080.0, 368.0)
(-64.0, -2080.0, 304.0)
(8.0, -2080.0, 304.0)
(8.0, -2008.0, 368.0)
(8.0, -2008.0, 304.0)
(8.0, -2080.0, 304.0)
(8.0, -2080.0, 368.0)
(8.0, -2008.0, 368.0)
(0.0, -2008.0, 368.0)
(-0.0, -2008.0, 304.0)
(8.0, -2008.0, 304.0)
(8.0, -2008.0, 368.0)
(8.0, -2080.0, 368.0)
(0.0, -2080.0, 368.0)
(0.0, -2008.0, 368.0)
(8.0, -2008.0, 304.0)
(-0.0, -2008.0, 304.0)
(-0.0, -2080.0, 304.0)
(8.0, -2080.0, 304.0)
(8.0, -2080.0, 368.0)
(8.0, -2080.0, 304.0)
(-0.0, -2080.0, 304.0)
(0.0, -2080.0, 368.0)
(0.0, -2008.0, 368.0)
(0.0, -2080.0, 368.0)
(-0.0, -2080.0, 304.0)
(-0.0, -2008.0, 304.0)
(-64.0, -2008.0, 368.0)
(-64.0, -2008.0, 304.0)
(0.0, -2008.0, 304.0)
(-0.0, -2008.0, 368.0)
(-64.0, -2008.0, 368.0)
(-0.0, -2008.0, 368.0)
(-0.0, -2016.0, 368.0)
(-64.0, -2016.0, 368.0)
(-64.0, -2008.0, 304.0)
(-64.0, -2016.0, 304.0)
(-0.0, -2016.0, 304.0)
(0.0, -2008.0, 304.0)
(-64.0, -2008.0, 368.0)
(-64.0, -2016.0, 368.0)
(-64.0, -2016.0, 304.0)
(-64.0, -2008.0, 304.0)
(-0.0, -2008.0, 368.0)
(0.0, -2008.0, 304.0)
(-0.0, -2016.0, 304.0)
(-0.0, -2016.0, 368.0)
(-64.0, -2016.0, 368.0)
(-0.0, -2016.0, 368.0)
(-0.0, -2016.0, 304.0)
(-64.0, -2016.0, 304.0)
(-64.0, -2080.0, 368.0)
(-64.0, -2080.0, 312.0)
(-64.0, -2016.0, 312.0)
(-64.0, -2016.0, 368.0)
(-64.0, -2080.0, 368.0)
(-0.0, -2080.0, 368.0)
(0.0, -2080.0, 312.0)
(-64.0, -2080.0, 312.0)
(-0.0, -2080.0, 368.0)
(-0.0, -2016.0, 368.0)
(0.0, -2016.0, 312.0)
(0.0, -2080.0, 312.0)
(-64.0, -2016.0, 368.0)
(-64.0, -2016.0, 312.0)
(0.0, -2016.0, 312.0)
(-0.0, -2016.0, 368.0)
(-64.0, -2080.0, 368.0)
(-64.0, -2016.0, 368.0)
(-0.0, -2016.0, 368.0)
(-0.0, -2080.0, 368.0)
(-64.0, -2080.0, 312.0)
(0.0, -2080.0, 312.0)
(0.0, -2016.0, 312.0)
(-64.0, -2016.0, 312.0)
(-72.0, -1960.0, 368.0)
(-72.0, -1960.0, 304.0)
(-72.0, -1880.0, 304.0)
(-72.0, -1880.0, 368.0)
(-72.0, -1960.0, 368.0)
(-64.0, -1960.0, 368.0)
(-64.0, -1960.0, 304.0)
(-72.0, -1960.0, 304.0)
(-72.0, -1880.0, 368.0)
(-72.0, -1880.0, 304.0)
(-64.0, -1880.0, 304.0)
(-64.0, -1880.0, 368.0)
(-72.0, -1960.0, 368.0)
(-72.0, -1880.0, 368.0)
(-64.0, -1880.0, 368.0)
(-64.0, -1960.0, 368.0)
(-72.0, -1960.0, 304.0)
(-64.0, -1960.0, 304.0)
(-64.0, -1880.0, 304.0)
(-72.0, -1880.0, 304.0)
(-64.0, -1960.0, 368.0)
(-64.0, -1880.0, 368.0)
(-64.0, -1880.0, 304.0)
(-64.0, -1960.0, 304.0)
(8.0, -1960.0, 368.0)
(8.0, -1960.0, 304.0)
(-64.0, -1960.0, 304.0)
(-64.0, -1960.0, 368.0)
(8.0, -1960.0, 368.0)
(8.0, -1952.0, 368.0)
(8.0, -1952.0, 304.0)
(8.0, -1960.0, 304.0)
(8.0, -1960.0, 368.0)
(-64.0, -1960.0, 368.0)
(-64.0, -1952.0, 368.0)
(8.0, -1952.0, 368.0)
(8.0, -1960.0, 304.0)
(8.0, -1952.0, 304.0)
(-64.0, -1952.0, 304.0)
(-64.0, -1960.0, 304.0)
(-64.0, -1960.0, 368.0)
(-64.0, -1960.0, 304.0)
(-64.0, -1952.0, 304.0)
(-64.0, -1952.0, 368.0)
(8.0, -1952.0, 368.0)
(-64.0, -1952.0, 368.0)
(-64.0, -1952.0, 304.0)
(8.0, -1952.0, 304.0)
(8.0, -1880.0, 368.0)
(8.0, -1880.0, 304.0)
(8.0, -1952.0, 304.0)
(8.0, -1952.0, 368.0)
(8.0, -1880.0, 368.0)
(0.0, -1880.0, 368.0)
(-0.0, -1880.0, 304.0)
(8.0, -1880.0, 304.0)
(8.0, -1880.0, 368.0)
(8.0, -1952.0, 368.0)
(0.0, -1952.0, 368.0)
(0.0, -1880.0, 368.0)
(8.0, -1880.0, 304.0)
(-0.0, -1880.0, 304.0)
(-0.0, -1952.0, 304.0)
(8.0, -1952.0, 304.0)
(8.0, -1952.0, 368.0)
(8.0, -1952.0, 304.0)
(-0.0, -1952.0, 304.0)
(0.0, -1952.0, 368.0)
(0.0, -1880.0, 368.0)
(0.0, -1952.0, 368.0)
(-0.0, -1952.0, 304.0)
(-0.0, -1880.0, 304.0)
(-64.0, -1880.0, 368.0)
(-64.0, -1880.0, 304.0)
(0.0, -1880.0, 304.0)
(-0.0, -1880.0, 368.0)
(-64.0, -1880.0, 368.0)
(-0.0, -1880.0, 368.0)
(-0.0, -1888.0, 368.0)
(-64.0, -1888.0, 368.0)
(-64.0, -1880.0, 304.0)
(-64.0, -1888.0, 304.0)
(-0.0, -1888.0, 304.0)
(0.0, -1880.0, 304.0)
(-64.0, -1880.0, 368.0)
(-64.0, -1888.0, 368.0)
(-64.0, -1888.0, 304.0)
(-64.0, -1880.0, 304.0)
(-0.0, -1880.0, 368.0)
(0.0, -1880.0, 304.0)
(-0.0, -1888.0, 304.0)
(-0.0, -1888.0, 368.0)
(-64.0, -1888.0, 368.0)
(-0.0, -1888.0, 368.0)
(-0.0, -1888.0, 304.0)
(-64.0, -1888.0, 304.0)
(-64.0, -1952.0, 368.0)
(-64.0, -1952.0, 312.0)
(-64.0, -1888.0, 312.0)
(-64.0, -1888.0, 368.0)
(-64.0, -1952.0, 368.0)
(-0.0, -1952.0, 368.0)
(0.0, -1952.0, 312.0)
(-64.0, -1952.0, 312.0)
(-0.0, -1952.0, 368.0)
(-0.0, -1888.0, 368.0)
(0.0, -1888.0, 312.0)
(0.0, -1952.0, 312.0)
(-64.0, -1888.0, 368.0)
(-64.0, -1888.0, 312.0)
(0.0, -1888.0, 312.0)
(-0.0, -1888.0, 368.0)
(-64.0, -1952.0, 368.0)
(-64.0, -1888.0, 368.0)
(-0.0, -1888.0, 368.0)
(-0.0, -1952.0, 368.0)
(-64.0, -1952.0, 312.0)
(0.0, -1952.0, 312.0)
(0.0, -1888.0, 312.0)
(-64.0, -1888.0, 312.0)
(56.0, -2088.0, 368.0)
(56.0, -2088.0, 304.0)
(56.0, -2008.0, 304.0)
(56.0, -2008.0, 368.0)
(56.0, -2088.0, 368.0)
(64.0, -2088.0, 368.0)
(64.0, -2088.0, 304.0)
(56.0, -2088.0, 304.0)
(56.0, -2008.0, 368.0)
(56.0, -2008.0, 304.0)
(64.0, -2008.0, 304.0)
(64.0, -2008.0, 368.0)
(56.0, -2088.0, 368.0)
(56.0, -2008.0, 368.0)
(64.0, -2008.0, 368.0)
(64.0, -2088.0, 368.0)
(56.0, -2088.0, 304.0)
(64.0, -2088.0, 304.0)
(64.0, -2008.0, 304.0)
(56.0, -2008.0, 304.0)
(64.0, -2088.0, 368.0)
(64.0, -2008.0, 368.0)
(64.0, -2008.0, 304.0)
(64.0, -2088.0, 304.0)
(136.0, -2088.0, 368.0)
(136.0, -2088.0, 304.0)
(64.0, -2088.0, 304.0)
(64.0, -2088.0, 368.0)
(136.0, -2088.0, 368.0)
(136.0, -2080.0, 368.0)
(136.0, -2080.0, 304.0)
(136.0, -2088.0, 304.0)
(136.0, -2088.0, 368.0)
(64.0, -2088.0, 368.0)
(64.0, -2080.0, 368.0)
(136.0, -2080.0, 368.0)
(136.0, -2088.0, 304.0)
(136.0, -2080.0, 304.0)
(64.0, -2080.0, 304.0)
(64.0, -2088.0, 304.0)
(64.0, -2088.0, 368.0)
(64.0, -2088.0, 304.0)
(64.0, -2080.0, 304.0)
(64.0, -2080.0, 368.0)
(136.0, -2080.0, 368.0)
(64.0, -2080.0, 368.0)
(64.0, -2080.0, 304.0)
(136.0, -2080.0, 304.0)
(136.0, -2008.0, 368.0)
(136.0, -2008.0, 304.0)
(136.0, -2080.0, 304.0)
(136.0, -2080.0, 368.0)
(136.0, -2008.0, 368.0)
(128.0, -2008.0, 368.0)
(128.0, -2008.0, 304.0)
(136.0, -2008.0, 304.0)
(136.0, -2008.0, 368.0)
(136.0, -2080.0, 368.0)
(128.0, -2080.0, 368.0)
(128.0, -2008.0, 368.0)
(136.0, -2008.0, 304.0)
(128.0, -2008.0, 304.0)
(128.0, -2080.0, 304.0)
(136.0, -2080.0, 304.0)
(136.0, -2080.0, 368.0)
(136.0, -2080.0, 304.0)
(128.0, -2080.0, 304.0)
(128.0, -2080.0, 368.0)
(128.0, -2008.0, 368.0)
(128.0, -2080.0, 368.0)
(128.0, -2080.0, 304.0)
(128.0, -2008.0, 304.0)
(64.0, -2008.0, 368.0)
(64.0, -2008.0, 304.0)
(128.0, -2008.0, 304.0)
(128.0, -2008.0, 368.0)
(64.0, -2008.0, 368.0)
(128.0, -2008.0, 368.0)
(128.0, -2016.0, 368.0)
(64.0, -2016.0, 368.0)
(64.0, -2008.0, 304.0)
(64.0, -2016.0, 304.0)
(128.0, -2016.0, 304.0)
(128.0, -2008.0, 304.0)
(64.0, -2008.0, 368.0)
(64.0, -2016.0, 368.0)
(64.0, -2016.0, 304.0)
(64.0, -2008.0, 304.0)
(128.0, -2008.0, 368.0)
(128.0, -2008.0, 304.0)
(128.0, -2016.0, 304.0)
(128.0, -2016.0, 368.0)
(64.0, -2016.0, 368.0)
(128.0, -2016.0, 368.0)
(128.0, -2016.0, 304.0)
(64.0, -2016.0, 304.0)
(64.0, -2080.0, 368.0)
(64.0, -2080.0, 312.0)
(64.0, -2016.0, 312.0)
(64.0, -2016.0, 368.0)
(64.0, -2080.0, 368.0)
(128.0, -2080.0, 368.0)
(128.0, -2080.0, 312.0)
(64.0, -2080.0, 312.0)
(128.0, -2080.0, 368.0)
(128.0, -2016.0, 368.0)
(128.0, -2016.0, 312.0)
(128.0, -2080.0, 312.0)
(64.0, -2016.0, 368.0)
(64.0, -2016.0, 312.0)
(128.0, -2016.0, 312.0)
(128.0, -2016.0, 368.0)
(64.0, -2080.0, 368.0)
(64.0, -2016.0, 368.0)
(128.0, -2016.0, 368.0)
(128.0, -2080.0, 368.0)
(64.0, -2080.0, 312.0)
(128.0, -2080.0, 312.0)
(128.0, -2016.0, 312.0)
(64.0, -2016.0, 312.0)
(56.0, -1960.0, 368.0)
(56.0, -1960.0, 304.0)
(56.0, -1880.0, 304.0)
(56.0, -1880.0, 368.0)
(56.0, -1960.0, 368.0)
(64.0, -1960.0, 368.0)
(64.0, -1960.0, 304.0)
(56.0, -1960.0, 304.0)
(56.0, -1880.0, 368.0)
(56.0, -1880.0, 304.0)
(64.0, -1880.0, 304.0)
(64.0, -1880.0, 368.0)
(56.0, -1960.0, 368.0)
(56.0, -1880.0, 368.0)
(64.0, -1880.0, 368.0)
(64.0, -1960.0, 368.0)
(56.0, -1960.0, 304.0)
(64.0, -1960.0, 304.0)
(64.0, -1880.0, 304.0)
(56.0, -1880.0, 304.0)
(64.0, -1960.0, 368.0)
(64.0, -1880.0, 368.0)
(64.0, -1880.0, 304.0)
(64.0, -1960.0, 304.0)
(136.0, -1960.0, 368.0)
(136.0, -1960.0, 304.0)
(64.0, -1960.0, 304.0)
(64.0, -1960.0, 368.0)
(136.0, -1960.0, 368.0)
(136.0, -1952.0, 368.0)
(136.0, -1952.0, 304.0)
(136.0, -1960.0, 304.0)
(136.0, -1960.0, 368.0)
(64.0, -1960.0, 368.0)
(64.0, -1952.0, 368.0)
(136.0, -1952.0, 368.0)
(136.0, -1960.0, 304.0)
(136.0, -1952.0, 304.0)
(64.0, -1952.0, 304.0)
(64.0, -1960.0, 304.0)
(64.0, -1960.0, 368.0)
(64.0, -1960.0, 304.0)
(64.0, -1952.0, 304.0)
(64.0, -1952.0, 368.0)
(136.0, -1952.0, 368.0)
(64.0, -1952.0, 368.0)
(64.0, -1952.0, 304.0)
(136.0, -1952.0, 304.0)
(136.0, -1880.0, 368.0)
(136.0, -1880.0, 304.0)
(136.0, -1952.0, 304.0)
(136.0, -1952.0, 368.0)
(136.0, -1880.0, 368.0)
(128.0, -1880.0, 368.0)
(128.0, -1880.0, 304.0)
(136.0, -1880.0, 304.0)
(136.0, -1880.0, 368.0)
(136.0, -1952.0, 368.0)
(128.0, -1952.0, 368.0)
(128.0, -1880.0, 368.0)
(136.0, -1880.0, 304.0)
(128.0, -1880.0, 304.0)
(128.0, -1952.0, 304.0)
(136.0, -1952.0, 304.0)
(136.0, -1952.0, 368.0)
(136.0, -1952.0, 304.0)
(128.0, -1952.0, 304.0)
(128.0, -1952.0, 368.0)
(128.0, -1880.0, 368.0)
(128.0, -1952.0, 368.0)
(128.0, -1952.0, 304.0)
(128.0, -1880.0, 304.0)
(64.0, -1880.0, 368.0)
(64.0, -1880.0, 304.0)
(128.0, -1880.0, 304.0)
(128.0, -1880.0, 368.0)
(64.0, -1880.0, 368.0)
(128.0, -1880.0, 368.0)
(128.0, -1888.0, 368.0)
(64.0, -1888.0, 368.0)
(64.0, -1880.0, 304.0)
(64.0, -1888.0, 304.0)
(128.0, -1888.0, 304.0)
(128.0, -1880.0, 304.0)
(64.0, -1880.0, 368.0)
(64.0, -1888.0, 368.0)
(64.0, -1888.0, 304.0)
(64.0, -1880.0, 304.0)
(128.0, -1880.0, 368.0)
(128.0, -1880.0, 304.0)
(128.0, -1888.0, 304.0)
(128.0, -1888.0, 368.0)
(64.0, -1888.0, 368.0)
(128.0, -1888.0, 368.0)
(128.0, -1888.0, 304.0)
(64.0, -1888.0, 304.0)
(64.0, -1952.0, 368.0)
(64.0, -1952.0, 312.0)
(64.0, -1888.0, 312.0)
(64.0, -1888.0, 368.0)
(64.0, -1952.0, 368.0)
(128.0, -1952.0, 368.0)
(128.0, -1952.0, 312.0)
(64.0, -1952.0, 312.0)
(128.0, -1952.0, 368.0)
(128.0, -1888.0, 368.0)
(128.0, -1888.0, 312.0)
(128.0, -1952.0, 312.0)
(64.0, -1888.0, 368.0)
(64.0, -1888.0, 312.0)
(128.0, -1888.0, 312.0)
(128.0, -1888.0, 368.0)
(64.0, -1952.0, 368.0)
(64.0, -1888.0, 368.0)
(128.0, -1888.0, 368.0)
(128.0, -1952.0, 368.0)
(64.0, -1952.0, 312.0)
(128.0, -1952.0, 312.0)
(128.0, -1888.0, 312.0)
(64.0, -1888.0, 312.0)
(184.0, -2088.0, 368.0)
(184.0, -2088.0, 304.0)
(184.0, -2008.0, 304.0)
(184.0, -2008.0, 368.0)
(184.0, -2088.0, 368.0)
(192.0, -2088.0, 368.0)
(192.0, -2088.0, 304.0)
(184.0, -2088.0, 304.0)
(184.0, -2008.0, 368.0)
(184.0, -2008.0, 304.0)
(192.0, -2008.0, 304.0)
(192.0, -2008.0, 368.0)
(184.0, -2088.0, 368.0)
(184.0, -2008.0, 368.0)
(192.0, -2008.0, 368.0)
(192.0, -2088.0, 368.0)
(184.0, -2088.0, 304.0)
(192.0, -2088.0, 304.0)
(192.0, -2008.0, 304.0)
(184.0, -2008.0, 304.0)
(192.0, -2088.0, 368.0)
(192.0, -2008.0, 368.0)
(192.0, -2008.0, 304.0)
(192.0, -2088.0, 304.0)
(264.0, -2088.0, 368.0)
(264.0, -2088.0, 304.0)
(192.0, -2088.0, 304.0)
(192.0, -2088.0, 368.0)
(264.0, -2088.0, 368.0)
(264.0, -2080.0, 368.0)
(264.0, -2080.0, 304.0)
(264.0, -2088.0, 304.0)
(264.0, -2088.0, 368.0)
(192.0, -2088.0, 368.0)
(192.0, -2080.0, 368.0)
(264.0, -2080.0, 368.0)
(264.0, -2088.0, 304.0)
(264.0, -2080.0, 304.0)
(192.0, -2080.0, 304.0)
(192.0, -2088.0, 304.0)
(192.0, -2088.0, 368.0)
(192.0, -2088.0, 304.0)
(192.0, -2080.0, 304.0)
(192.0, -2080.0, 368.0)
(264.0, -2080.0, 368.0)
(192.0, -2080.0, 368.0)
(192.0, -2080.0, 304.0)
(264.0, -2080.0, 304.0)
(264.0, -2008.0, 368.0)
(264.0, -2008.0, 304.0)
(264.0, -2080.0, 304.0)
(264.0, -2080.0, 368.0)
(264.0, -2008.0, 368.0)
(256.0, -2008.0, 368.0)
(256.0, -2008.0, 304.0)
(264.0, -2008.0, 304.0)
(264.0, -2008.0, 368.0)
(264.0, -2080.0, 368.0)
(256.0, -2080.0, 368.0)
(256.0, -2008.0, 368.0)
(264.0, -2008.0, 304.0)
(256.0, -2008.0, 304.0)
(256.0, -2080.0, 304.0)
(264.0, -2080.0, 304.0)
(264.0, -2080.0, 368.0)
(264.0, -2080.0, 304.0)
(256.0, -2080.0, 304.0)
(256.0, -2080.0, 368.0)
(256.0, -2008.0, 368.0)
(256.0, -2080.0, 368.0)
(256.0, -2080.0, 304.0)
(256.0, -2008.0, 304.0)
(192.0, -2008.0, 368.0)
(192.0, -2008.0, 304.0)
(256.0, -2008.0, 304.0)
(256.0, -2008.0, 368.0)
(192.0, -2008.0, 368.0)
(256.0, -2008.0, 368.0)
(256.0, -2016.0, 368.0)
(192.0, -2016.0, 368.0)
(192.0, -2008.0, 304.0)
(192.0, -2016.0, 304.0)
(256.0, -2016.0, 304.0)
(256.0, -2008.0, 304.0)
(192.0, -2008.0, 368.0)
(192.0, -2016.0, 368.0)
(192.0, -2016.0, 304.0)
